"card_id","img","position","nationality","event","league","team","weight","height","salary","overall","deking","hand_eye","passing","puck_control","slap_shot_accuracy","slap_shot_power","wrist_shot_accuracy","wrist_shot_power","acceleration","agility","balance","endurance","speed","discipline","off_awareness","def_awareness","faceoffs","shot_blocking","stick_checking","aggression","body_checking","durability","fighting_skill","strength","POS","player_id"
"a49716ee-1a98-46a3-9aa2-7cd0deace1b1","a49716ee-1a98-46a3-9aa2-7cd0deace1b1.jpg","LD","USA","BA","NHL","STL",87.9,175,0.8,78,77,72,80,79,75,81,77,80,81,77,77,75,81,75,79,78,47,79,79,77,77,77,57,77,"DEF",1553
"70de525d-50ad-4180-8b1f-92fbdd3b343f","70de525d-50ad-4180-8b1f-92fbdd3b343f.jpg","RD","USA","BA","NHL","STL",92.9,188,0.5,75,72,70,73,71,64,81,64,82,79,77,82,73,79,75,65,73,55,78,77,82,79,80,72,81,"DEF",1051
"8e71059a-57ea-4de5-8e3d-76196392ae2e","8e71059a-57ea-4de5-8e3d-76196392ae2e.jpg","LD","USA","BA","NHL","TOR",96,185,0.8,78,72,72,78,77,72,79,73,79,80,76,82,75,81,74,75,81,47,80,81,80,80,72,57,81,"DEF",676
"2a33d77b-2357-4db0-a6ec-4ca351997845","2a33d77b-2357-4db0-a6ec-4ca351997845.jpg","LD","USA","BA","NHL","TOR",95.1,188,0.8,78,76,71,78,76,69,83,70,83,82,79,80,81,83,80,75,77,50,80,79,79,79,80,57,80,"DEF",616
"5f6127aa-cdf0-4f04-ab0b-6ad058237f73","5f6127aa-cdf0-4f04-ab0b-6ad058237f73.jpg","RD","USA","BA","NHL","TOR",99.7,196,0.7,77,70,67,73,72,67,81,69,79,81,76,81,76,81,67,73,82,47,82,84,82,82,77,72,82,"DEF",175
"88351d4a-2545-4fc2-a0e1-7b91311383cb","88351d4a-2545-4fc2-a0e1-7b91311383cb.jpg","RD","USA","BA","NHL","UTA",90.6,185,0.7,77,76,71,79,77,72,79,73,79,83,79,77,75,83,82,76,79,49,80,80,76,76,77,67,77,"DEF",792
"e9a3f120-9510-424c-a6d0-d346f271b7aa","e9a3f120-9510-424c-a6d0-d346f271b7aa.jpg","LD","USA","BA","NHL","UTA",89.2,183,0.7,77,77,72,75,75,71,81,73,80,82,79,77,81,85,77,73,77,47,77,80,77,77,77,57,77,"DEF",1150
"06a92758-0462-4c0b-8415-7e8e763084b7","06a92758-0462-4c0b-8415-7e8e763084b7.jpg","LD","USA","BA","NHL","UTA",107.4,185,0.6,76,67,67,74,73,68,80,70,79,80,76,80,73,81,62,72,77,47,79,81,80,80,72,67,80,"DEF",624
"3f60ca36-06d1-4870-8888-11c296aa87c0","3f60ca36-06d1-4870-8888-11c296aa87c0.jpg","LD","USA","BA","NHL","UTA",79.3,178,0.6,76,80,74,78,78,73,79,74,79,83,82,74,73,83,82,77,75,52,78,76,72,72,67,61,74,"DEF",1423
"abce255e-01ab-48bf-8284-90c87a9ecf67","abce255e-01ab-48bf-8284-90c87a9ecf67.jpg","RD","USA","BA","NHL","UTA",87.9,188,0.5,75,75,68,71,70,68,80,69,80,81,78,78,73,81,73,70,73,53,78,77,78,78,78,72,78,"DEF",1165
"2fff1ae0-9645-4e9c-9e07-45197b693421","2fff1ae0-9645-4e9c-9e07-45197b693421.jpg","LD","USA","BA","NHL","VAN",81.5,178,4,83,89,84,89,89,77,81,81,80,90,89,78,82,90,80,89,88,52,77,86,76,75,82,56,77,"DEF",1286
"4bb6d80f-6335-4c45-86dc-9f6ec2059e6c","4bb6d80f-6335-4c45-86dc-9f6ec2059e6c.jpg","LD","USA","BA","NHL","VAN",97.8,193,0.5,75,68,68,71,70,66,80,68,80,78,76,80,73,80,68,65,76,48,81,80,81,82,78,72,81,"DEF",426
"6a7ec95c-1ed7-475f-b214-6a1f249ea77a","6a7ec95c-1ed7-475f-b214-6a1f249ea77a.jpg","RD","USA","BA","NHL","VAN",103.7,191,0.5,75,69,69,70,70,69,81,71,80,80,77,79,73,80,79,67,77,44,77,80,74,77,79,67,80,"DEF",1603
"479363dd-4b9d-4bb8-bfac-cb7b5b77816f","479363dd-4b9d-4bb8-bfac-cb7b5b77816f.jpg","LD","USA","BA","NHL","TBL",99.2,188,0.7,77,75,70,77,76,69,80,70,80,81,77,80,76,81,72,76,80,47,80,81,77,78,77,67,80,"DEF",1372
"b87eddd4-e8d6-43e4-b50f-c77407f32b86","b87eddd4-e8d6-43e4-b50f-c77407f32b86.jpg","LD","USA","BA","NHL","VGK ",93.3,191,0.9,79,77,72,79,79,72,80,72,80,83,79,79,83,84,75,78,81,47,81,82,77,79,81,67,80,"DEF",1206
"862dcd41-8a65-4092-a424-cee0a85c77f4","862dcd41-8a65-4092-a424-cee0a85c77f4.jpg","RD","USA","BA","NHL","WSH",99.7,191,3,82,79,78,86,84,77,87,78,87,84,81,82,82,84,79,83,83,49,84,85,79,81,79,67,82,"DEF",785
"9d4cdba9-c1f5-4f2d-aeac-39fb1c8ae356","9d4cdba9-c1f5-4f2d-aeac-39fb1c8ae356.jpg","RD","USA","BA","NHL","WSH",96,188,0.7,77,72,71,76,75,70,80,72,79,81,77,79,75,82,72,75,79,52,80,80,79,79,77,72,79,"DEF",1054
"7f54a4cf-59bd-4934-857a-cda2d62760aa","7f54a4cf-59bd-4934-857a-cda2d62760aa.jpg","RD","USA","BA","NHL","WSH",89.2,191,0.6,76,70,68,74,73,67,80,68,80,80,77,79,75,80,80,72,82,48,81,79,77,77,78,67,80,"DEF",1563
"ab9bc144-c0a4-4cf5-9d5e-9b7f6ee0da67","ab9bc144-c0a4-4cf5-9d5e-9b7f6ee0da67.jpg","RD","USA","BA","NHL","WPG",86.1,183,1,80,80,75,83,80,77,81,78,81,84,81,80,81,84,77,80,83,47,79,81,76,77,77,62,77,"DEF",1156
"aa75686d-af4f-4901-9375-f5ac74bc0aab","aa75686d-af4f-4901-9375-f5ac74bc0aab.jpg","LD","USA","BA","NHL","WPG",97.8,193,0.7,77,71,69,73,73,69,82,70,80,81,77,79,75,81,73,71,81,43,83,80,76,78,78,72,80,"DEF",477
"0783ccc5-47fb-4a6e-91af-7af300a8f22a","0783ccc5-47fb-4a6e-91af-7af300a8f22a.jpg","LD","USA","ALUM","NHLAA","ANA",93.8,185,0.9,79,73,74,76,77,75,82,75,81,79,76,83,83,80,72,77,83,46,83,81,77,82,71,75,82,"DEF",878
"105dd630-414f-4d6d-b55a-9c482092eb76","105dd630-414f-4d6d-b55a-9c482092eb76.jpg","LD","USA","ALUM","NHLAA","BOS",110.1,201,0.7,77,62,66,73,72,70,82,69,82,76,75,86,76,77,77,67,81,52,83,83,77,82,77,72,86,"DEF",599
"2b0410e0-29d2-4424-9dc6-ac57fa7b2188","2b0410e0-29d2-4424-9dc6-ac57fa7b2188.jpg","RD","USA","ALUM","NHLAA","BOS",95.1,188,0.6,76,69,69,74,72,69,79,69,79,79,76,80,78,79,78,72,79,49,81,79,81,80,62,72,80,"DEF",891
"18d688f2-206c-4dcc-910f-2267acf14b51","18d688f2-206c-4dcc-910f-2267acf14b51.jpg","LD","USA","ALUM","NHLAA","BUF",83.8,178,4,83,80,81,88,86,87,84,88,84,84,82,78,84,89,73,90,84,60,76,79,77,79,63,66,79,"DEF",1268
"cccf827c-bf67-4063-97e2-de98025537c2","cccf827c-bf67-4063-97e2-de98025537c2.jpg","LD","USA","ALUM","NHLAA","CGY",92.9,183,3,82,75,76,84,81,77,84,77,84,82,81,84,82,82,75,82,84,45,84,82,80,84,85,77,84,"DEF",569
"17c6cc28-2c2f-4e3a-8a18-f15e1dbcf6b6","17c6cc28-2c2f-4e3a-8a18-f15e1dbcf6b6.jpg","RD","USA","ALUM","NHLAA","CAR",92.4,183,2,81,72,78,80,81,75,85,75,86,80,80,88,81,82,70,85,85,55,84,82,78,85,70,70,86,"DEF",1430
"91a91bbc-1047-45e6-9985-ef355cff6317","91a91bbc-1047-45e6-9985-ef355cff6317.jpg","LD","USA","ALUM","NHLAA","CAR",98.8,196,0.6,76,70,65,75,73,70,80,67,80,77,74,84,76,78,63,75,79,50,82,76,80,82,75,72,82,"DEF",81
"6eb059ae-c6ee-4d2b-b654-3b35ec88270b","6eb059ae-c6ee-4d2b-b654-3b35ec88270b.jpg","RD","USA","ALUM","NHLAA","CHI",86.5,183,3,82,74,79,82,81,82,85,77,81,85,81,79,81,85,69,83,88,49,85,82,81,84,77,75,87,"DEF",279
"e18fc2bd-68e3-4b41-8055-700c68f0742f","e18fc2bd-68e3-4b41-8055-700c68f0742f.jpg","LD","USA","ALUM","NHLAA","COL",83.8,178,2,81,78,78,82,82,79,84,79,83,84,83,83,81,84,86,83,82,53,80,78,78,79,82,72,85,"DEF",799
"6873f29e-2545-4efa-8a38-e96e7c2f50cb","6873f29e-2545-4efa-8a38-e96e7c2f50cb.jpg","LD","USA","ALUM","NHLAA","CBJ",99.7,188,0.8,78,70,75,81,79,75,80,77,81,80,77,81,78,81,76,82,81,55,75,78,79,79,70,62,80,"DEF",229
"a98a8018-ddfc-47f9-978b-28e857732a20","a98a8018-ddfc-47f9-978b-28e857732a20.jpg","LD","USA","ALUM","NHLAA","DAL",99.7,191,0.6,76,67,71,72,71,71,79,72,78,79,73,83,79,79,68,73,80,43,83,78,78,80,77,72,78,"DEF",346
"8f68a7a5-cb8e-413f-b8a0-03c5411b77ff","8f68a7a5-cb8e-413f-b8a0-03c5411b77ff.jpg","LD","USA","ALUM","NHLAA","DAL",95.1,188,0.5,75,70,70,73,73,70,76,70,78,77,74,77,76,77,67,73,77,42,78,76,76,77,67,70,78,"DEF",1450
"bbc26727-5916-4a17-a00b-b3d1c63673c5","bbc26727-5916-4a17-a00b-b3d1c63673c5.jpg","RD","USA","ALUM","NHLAA","DET",87.9,183,1,80,74,74,80,80,74,82,74,82,81,79,85,81,81,82,80,82,55,83,81,80,82,80,72,82,"DEF",1311
"8b7cbc5f-70c9-43d5-9fb4-9de96937ab79","8b7cbc5f-70c9-43d5-9fb4-9de96937ab79.jpg","RD","USA","ALUM","NHLAA","EDM",90.6,183,0.7,77,69,73,78,75,73,80,73,79,80,79,79,76,81,75,73,81,50,81,81,78,79,75,72,79,"DEF",936
"7059b69e-7f2e-4ae4-92ac-d5484fcd01ff","7059b69e-7f2e-4ae4-92ac-d5484fcd01ff.jpg","LD","USA","ALUM","NHLAA","FLA",87,185,3,82,78,76,87,81,81,85,82,84,83,81,81,80,87,80,86,81,51,81,79,79,80,91,62,81,"DEF",882
"55d4cb0a-dfb5-4ed4-a708-cd5afeee3b46","55d4cb0a-dfb5-4ed4-a708-cd5afeee3b46.jpg","LD","USA","CHEL","NHL","CAR",93.8,191,5,84,82,78,85,82,78,86,78,85,85,84,85,83,86,88,81,90,53,87,92,83,85,88,69,85,"DEF",646
"52a811c2-7244-41f2-9128-7ae62235ad91","52a811c2-7244-41f2-9128-7ae62235ad91.jpg","RD","USA","CHEL","NHL","ANA",96,191,5,84,78,78,82,82,76,86,78,86,84,83,90,83,85,73,77,85,53,89,88,90,88,83,68,88,"DEF",663
"e6e2e6d1-02b5-4461-970e-dc80f2ddd967","e6e2e6d1-02b5-4461-970e-dc80f2ddd967.jpg","RD","USA","ALUM","NHLAA","HFD",95.1,188,0.5,75,68,73,71,71,71,79,71,79,79,76,80,70,79,68,74,78,43,80,74,78,79,73,72,78,"DEF",480
"f5892078-0a5a-4157-8417-94b7b5e1012f","f5892078-0a5a-4157-8417-94b7b5e1012f.jpg","LD","USA","ALUM","NHLAA","HFD",92.9,185,0.5,75,73,72,76,74,72,77,72,77,77,73,75,75,77,72,75,77,68,73,73,72,72,76,68,78,"DEF",364
"a7bf6ce7-4387-4044-887a-83723488e092","a7bf6ce7-4387-4044-887a-83723488e092.jpg","LD","USA","ALUM","NHLAA","MIN",88.3,185,0.9,79,74,76,78,76,74,81,74,81,79,80,81,79,79,76,76,81,56,81,84,80,81,76,77,81,"DEF",583
"c61c7fde-bc1f-4bee-978d-c3c7cc097eb4","c61c7fde-bc1f-4bee-978d-c3c7cc097eb4.jpg","LD","USA","ALUM","NHLAA","MTL",88.3,180,1,80,78,79,82,83,82,82,82,82,83,81,81,80,83,80,85,80,45,79,79,79,77,74,67,80,"DEF",1043
"c70814ef-ae66-481a-b82a-488eb77caa11","c70814ef-ae66-481a-b82a-488eb77caa11.jpg","RD","USA","ALUM","NHLAA","MTL",95.1,188,0.6,76,69,72,76,74,71,80,71,80,80,75,80,80,80,67,74,79,42,77,76,77,77,72,73,78,"DEF",1320
"b99a0b53-114b-4959-a28b-591a4c7e97ba","b99a0b53-114b-4959-a28b-591a4c7e97ba.jpg","LD","USA","ALUM","NHLAA","NYI",90.6,188,0.5,75,70,70,70,70,71,78,71,77,79,73,78,70,79,67,69,78,42,80,78,77,79,73,72,77,"DEF",396
"18ef95a3-8710-420e-9ea8-524fa50c7bc9","18ef95a3-8710-420e-9ea8-524fa50c7bc9.jpg","LD","USA","ALUM","NHLAA","NYR",86.1,185,5,84,80,83,89,87,86,84,84,86,84,82,85,81,85,56,90,88,53,82,82,69,80,79,57,84,"DEF",214
"0da788b7-13d0-4130-bdeb-edb4cf358b00","0da788b7-13d0-4130-bdeb-edb4cf358b00.jpg","LD","USA","ALUM","NHLAA","PIT",98.3,191,3,82,67,67,81,80,80,83,79,82,81,78,91,82,83,77,79,86,52,87,80,87,84,85,75,85,"DEF",227
"56db458b-178b-4a96-8b55-0bb8d6aa3f06","56db458b-178b-4a96-8b55-0bb8d6aa3f06.jpg","LD","USA","ALUM","NHLAA","PIT",95.1,193,0.7,77,75,74,79,77,76,81,75,79,81,76,78,81,81,75,78,77,47,74,71,76,74,72,67,78,"DEF",1385
"6f73910e-b06a-4ca5-893b-ed33a1face52","6f73910e-b06a-4ca5-893b-ed33a1face52.jpg","LD","USA","ALUM","NHLAA","SJS",89.2,183,0.8,78,74,77,79,78,75,81,76,79,82,79,79,81,83,84,78,79,49,80,75,77,78,79,62,79,"DEF",1059
"0674ea90-8c78-4d30-87c3-4eed038f23a6","0674ea90-8c78-4d30-87c3-4eed038f23a6.jpg","LD","USA","ALUM","NHLAA","TOR",108.7,191,0.9,79,73,76,80,76,78,89,78,87,79,77,81,83,79,71,79,77,57,81,77,78,82,70,70,82,"DEF",32
"b520b807-fdc0-454a-b641-a1fdfbb141a6","b520b807-fdc0-454a-b641-a1fdfbb141a6.jpg","LD","USA","ALUM","NHLAA","PHI",83.8,180,2,81,77,78,83,82,80,83,80,83,83,81,81,79,83,66,85,85,50,80,81,81,79,65,68,82,"DEF",1007
"b8044dc5-8d57-48b2-80f1-08df3c268373","b8044dc5-8d57-48b2-80f1-08df3c268373.jpg","LD","USA","ALUM","NHLAA","WSH",98.8,191,3,82,76,78,83,80,77,85,77,86,83,81,85,82,83,71,83,86,48,83,85,83,84,78,73,84,"DEF",1344
"8011c0e4-ae17-4014-a6b4-172fd93c0ea1","8011c0e4-ae17-4014-a6b4-172fd93c0ea1.jpg","LD","USA","ALUM","NHLAA","WPG",88.3,188,0.6,76,71,69,74,74,69,77,70,77,80,76,79,74,81,74,72,78,47,78,72,77,78,65,67,79,"DEF",1265
"afaa4c68-2095-4a7b-91f6-5224d465122e","afaa4c68-2095-4a7b-91f6-5224d465122e.jpg","RD","USA","FI","NHL","NYR",95.1,188,0.9,79,78,78,79,79,76,83,78,83,86,82,79,80,85,77,77,75,47,78,82,77,77,82,67,81,"DEF",1420
"907a37b0-ba06-400e-a9d4-922dbefbe323","907a37b0-ba06-400e-a9d4-922dbefbe323.jpg","LD","USA","BA","PWHL","BOS",74.7,180,2,81,82,84,83,83,82,72,82,73,88,84,84,82,85,79,82,84,49,83,82,81,79,78,42,81,"DEF",1085
"5cb079d0-744c-498b-81fd-3f105323bded","5cb079d0-744c-498b-81fd-3f105323bded.jpg","RD","USA","BA","PWHL","BOS",63.4,165,0.6,76,76,76,78,75,76,76,76,74,87,80,79,77,79,87,79,77,46,74,74,77,75,82,46,74,"DEF",598
"2a1fac83-af05-4cc2-8433-9ba8c1c7158e","2a1fac83-af05-4cc2-8433-9ba8c1c7158e.jpg","RD","USA","BA","PWHL","MIN",63.9,165,0.6,76,80,77,77,75,74,74,73,73,80,77,78,79,80,76,77,80,44,76,75,74,75,81,44,75,"DEF",1463
"868a9a9a-2f7e-4619-b519-1095de16a443","868a9a9a-2f7e-4619-b519-1095de16a443.jpg","RD","USA","BA","PWHL","MIN",68,173,0.7,77,78,76,77,79,73,68,72,72,82,78,79,78,82,85,81,82,48,82,78,73,79,81,43,77,"DEF",1145
"9a502b4e-5070-4503-b23e-b810557e94f2","9a502b4e-5070-4503-b23e-b810557e94f2.jpg","LD","USA","BA","PWHL","MIN",77,183,1,80,77,82,82,82,78,72,79,72,87,83,83,82,85,84,81,84,47,83,83,77,77,82,42,81,"DEF",937
"12d6b35b-1acd-4837-9ff6-d922138d3cb1","12d6b35b-1acd-4837-9ff6-d922138d3cb1.jpg","LD","USA","BA","PWHL","MTL",68,175,0.7,77,81,81,76,77,74,73,71,71,85,81,81,76,84,72,74,77,42,81,80,81,80,81,42,78,"DEF",983
"dd4dc26d-8b33-4f17-b2d9-30674d11a31e","dd4dc26d-8b33-4f17-b2d9-30674d11a31e.jpg","LD","USA","BA","PWHL","NY",62.5,170,0.6,76,73,73,76,74,71,73,72,73,83,78,82,80,77,73,73,78,74,75,76,81,82,74,44,72,"DEF",932
"503acc3c-c731-400c-a4d5-8a666f3a9301","503acc3c-c731-400c-a4d5-8a666f3a9301.jpg","RD","USA","BA","PWHL","NY",68,173,0.7,77,80,80,80,75,76,75,77,77,82,77,80,79,78,79,79,80,44,76,74,78,79,79,44,75,"DEF",71
"37762776-bbaf-445d-b508-77484ce1d660","37762776-bbaf-445d-b508-77484ce1d660.jpg","LD","USA","BA","PWHL","NY",69.8,168,0.7,77,76,74,78,77,74,74,73,73,83,77,77,80,83,84,83,86,44,76,77,75,75,79,44,75,"DEF",761
"68605ea5-2e38-4681-9752-b7eda4e94618","68605ea5-2e38-4681-9752-b7eda4e94618.jpg","RD","USA","BA","PWHL","TOR",63.9,165,0.6,76,73,77,77,76,74,73,74,73,83,77,80,73,76,80,79,78,45,77,75,78,80,81,45,76,"DEF",868
"604d3f2d-baa0-4e19-91e9-6ed8d4418166","604d3f2d-baa0-4e19-91e9-6ed8d4418166.jpg","LD","USA","BA","PWHL","TOR",67,165,0.9,79,79,81,83,82,75,73,76,72,85,79,78,77,82,83,81,82,47,76,78,75,78,80,42,78,"DEF",1411
"c1d51cb5-3d28-4680-901e-4ca0f0e21d32","c1d51cb5-3d28-4680-901e-4ca0f0e21d32.jpg","RD","USA","BA","EA","SEA",63,165,1,80,83,82,82,83,83,73,78,72,86,83,84,81,85,84,83,82,47,82,81,81,81,82,42,79,"DEF",267
"dac082dd-7e6c-45c5-9f6c-dc879e2b727a","dac082dd-7e6c-45c5-9f6c-dc879e2b727a.jpg","LD","USA","BA","EA","SEA",68,170,0.6,76,74,70,72,72,72,72,68,70,82,79,82,79,82,77,72,81,56,75,71,80,83,83,47,78,"DEF",499
"93be1be3-46db-4ef9-891f-6d29bdcda615","93be1be3-46db-4ef9-891f-6d29bdcda615.jpg","LD","USA","BA","EA","SEA",61.2,175,0.6,76,77,76,75,77,80,75,74,73,77,81,80,79,78,78,77,79,53,73,75,74,79,81,43,78,"DEF",999
"5facf117-e38c-4ebc-9fa9-850917e09b85","5facf117-e38c-4ebc-9fa9-850917e09b85.jpg","LD","USA","BA","EA","SEA",59.8,173,0.5,75,73,77,77,71,72,70,73,74,73,78,83,72,77,78,76,79,44,69,75,66,81,79,44,76,"DEF",92
"87e89f4f-5679-44d7-98d4-ab529620573f","87e89f4f-5679-44d7-98d4-ab529620573f.jpg","RD","USA","BA","EA","VAN",56.6,165,0.6,76,77,76,82,81,73,74,73,76,83,77,75,75,83,76,77,77,50,76,75,76,75,77,45,74,"DEF",1502
"0d87fa84-6350-4b66-b097-3deb434cb1c7","0d87fa84-6350-4b66-b097-3deb434cb1c7.jpg","LD","USA","CHEL","NHLAA","EDM",95.1,193,0.9,79,77,76,81,79,78,83,77,81,82,78,80,83,82,77,80,79,49,76,73,78,76,74,69,80,"DEF",1385
"a5758f47-910f-4182-b7b8-e8eaabc65f98","a5758f47-910f-4182-b7b8-e8eaabc65f98.jpg","LD","USA","FI","NHL","CAR",95.1,196,4,83,80,77,82,81,75,86,76,86,86,85,86,88,89,83,78,84,53,87,88,85,86,83,72,87,"DEF",859
"4664b753-c0d9-4aab-b168-7c3ed3631d0e","4664b753-c0d9-4aab-b168-7c3ed3631d0e.jpg","RD","USA","CMG","NHL","CAR",90.1,185,3,82,74,69,80,79,75,86,76,86,84,83,84,85,84,79,79,85,49,87,87,86,86,84,73,84,"DEF",686
"9706332a-cbea-4247-8366-5d361421acec","9706332a-cbea-4247-8366-5d361421acec.jpg","LD","USA","CMG","NHL","CHI",98.3,198,4,83,78,78,80,80,75,86,76,86,83,83,86,82,83,79,79,87,54,88,91,84,84,84,70,85,"DEF",55
"007d3dcb-8ac5-4c99-9c6d-1dc506b98542","007d3dcb-8ac5-4c99-9c6d-1dc506b98542.jpg","LD","USA","CMG","NHL","PHI",87.9,183,3,82,85,80,85,85,78,85,78,85,85,85,81,79,85,85,85,83,52,82,83,77,77,82,62,81,"DEF",250
"5a2f2abc-4c0c-4212-9a0b-0adb58aa1457","5a2f2abc-4c0c-4212-9a0b-0adb58aa1457.jpg","LD","USA","GB","NHL","NYR",99.2,188,3,82,80,75,82,81,74,85,75,85,83,82,85,81,83,77,81,85,52,85,86,82,83,82,72,85,"DEF",1372
"107ac913-ccf5-4137-8f03-bf4186e9153e","107ac913-ccf5-4137-8f03-bf4186e9153e.jpg","RD","USA","CMG","NHL","NYR",92.4,191,0.8,78,75,70,75,75,74,82,71,82,81,79,82,76,81,70,75,79,55,82,81,83,83,80,70,83,"DEF",1630
"7002a9ca-4f40-4b80-8107-593e97e351d7","7002a9ca-4f40-4b80-8107-593e97e351d7.jpg","RD","USA","MARQ","NHL","STL",96.9,183,2,81,80,81,84,84,77,85,77,84,86,83,81,81,85,79,82,77,49,80,83,78,79,83,69,81,"DEF",850
"c985b406-d2c7-43b6-abc0-beef8a69bc00","c985b406-d2c7-43b6-abc0-beef8a69bc00.jpg","RD","USA","MARQ","NHL","NSH",80.2,175,4,83,88,80,84,84,80,86,80,85,88,89,80,86,88,83,81,83,60,83,84,80,77,85,62,82,"DEF",1162
"d5152b8d-c8fc-47b6-831c-dfd4ab44f0b3","d5152b8d-c8fc-47b6-831c-dfd4ab44f0b3.jpg","LD","USA","BA","AHL","ABB",86.1,188,0.7,77,74,73,75,74,69,83,70,82,82,78,81,77,82,79,73,76,51,79,79,80,79,81,71,81,"DEF",290
"5b69a146-6a89-4ee8-90c1-76c2b4f7f220","5b69a146-6a89-4ee8-90c1-76c2b4f7f220.jpg","LD","USA","BA","AHL","ABB",92,185,0.6,76,72,68,76,72,68,82,69,81,83,79,81,75,83,76,69,74,51,81,79,76,76,81,71,80,"DEF",760
"3822dedc-5221-4357-ad9e-bc0f5684aeb0","3822dedc-5221-4357-ad9e-bc0f5684aeb0.jpg","LD","USA","BA","AHL","BAK",85.2,180,0.7,77,80,75,77,77,72,82,75,81,85,81,78,79,85,75,71,73,55,80,78,78,75,80,60,79,"DEF",247
"88cfe3fd-007b-47c6-a932-d7fac172d8e2","88cfe3fd-007b-47c6-a932-d7fac172d8e2.jpg","LD","USA","BA","AHL","BAK",87.9,188,0.6,76,75,68,68,68,61,85,62,85,84,82,85,80,84,80,64,69,60,83,83,84,82,85,70,85,"DEF",1581
"0b5de15a-5789-456a-b8c2-d83d3e577565","0b5de15a-5789-456a-b8c2-d83d3e577565.jpg","RD","USA","BA","AHL","BRI",87,185,0.7,77,77,68,73,70,64,83,64,83,84,80,84,77,83,74,68,73,59,81,81,84,82,84,78,83,"DEF",310
"6fbdf8e4-38e2-4bc6-9073-3f6ad5d505a2","6fbdf8e4-38e2-4bc6-9073-3f6ad5d505a2.jpg","LD","USA","BA","AHL","BRI",85.6,180,0.7,77,75,77,80,82,77,76,77,75,86,84,79,77,86,79,77,79,49,64,73,78,68,78,49,72,"DEF",1022
"455067bd-dfc6-4dfe-a9aa-79812dc5e182","455067bd-dfc6-4dfe-a9aa-79812dc5e182.jpg","LD","USA","BA","AHL","BRI",91.1,193,0.6,76,69,67,68,68,61,87,65,86,85,81,85,80,85,71,61,70,51,83,83,86,85,86,76,86,"DEF",1556
"9ad1da81-4d7d-4702-936e-ad11f673c12b","9ad1da81-4d7d-4702-936e-ad11f673c12b.jpg","RD","USA","BA","AHL","BRI",94.7,185,0.6,76,75,70,73,73,67,83,75,83,87,83,75,79,87,82,73,74,50,73,74,72,72,85,68,73,"DEF",974
"c2f6c13a-32e8-43dd-85d2-55d2016fdef7","c2f6c13a-32e8-43dd-85d2-55d2016fdef7.jpg","RD","USA","BA","AHL","CGY",86.1,183,0.7,77,79,74,79,77,66,82,74,82,83,80,78,77,83,81,75,74,46,74,79,71,71,81,66,79,"DEF",619
"d0397bfd-8536-4970-a091-505637b0d079","d0397bfd-8536-4970-a091-505637b0d079.jpg","RD","USA","BA","AHL","CHA",85.2,175,0.6,76,82,68,75,71,68,83,65,82,90,86,79,78,88,79,66,70,59,80,80,79,79,84,78,76,"DEF",418
"04a07814-43bb-4526-95ea-7e48eee98248","04a07814-43bb-4526-95ea-7e48eee98248.jpg","RD","USA","BA","AHL","CHI",97.8,193,0.6,76,68,66,67,67,68,85,68,84,84,80,84,74,85,80,65,73,50,80,78,80,81,85,78,80,"DEF",236
"d8ebd644-0b04-4d4f-948a-04a33e9e77d6","d8ebd644-0b04-4d4f-948a-04a33e9e77d6.jpg","LD","USA","BA","AHL","CHI",79.3,175,0.6,76,80,74,75,75,69,82,71,82,83,79,79,80,84,86,74,72,46,79,78,66,69,81,56,78,"DEF",441
"7ef59711-5fa8-45e0-b08e-7c5083f5c427","7ef59711-5fa8-45e0-b08e-7c5083f5c427.jpg","RD","USA","BA","AHL","CLE",90.6,191,0.6,76,73,76,76,75,80,79,77,79,82,75,80,73,85,79,71,75,51,71,69,77,75,76,56,74,"DEF",462
"0d966e42-ddb8-49c9-bae3-73ece35627e5","0d966e42-ddb8-49c9-bae3-73ece35627e5.jpg","LD","USA","BA","AHL","CLE",93.8,180,0.6,76,68,65,69,68,62,85,64,85,85,81,85,79,85,80,66,71,50,83,82,85,83,85,65,85,"DEF",1632
"7fd5ff7b-7805-4056-91fe-b56f871dcd3b","7fd5ff7b-7805-4056-91fe-b56f871dcd3b.jpg","LD","USA","BA","AHL","COL",92.4,183,0.8,78,77,73,76,76,72,82,73,82,85,80,80,76,86,78,75,78,50,80,80,79,79,80,65,80,"DEF",658
"2e6b3cf6-4637-4c7c-bd20-759e9e058c24","2e6b3cf6-4637-4c7c-bd20-759e9e058c24.jpg","LD","USA","BA","AHL","COL",91.1,183,0.6,76,69,65,69,68,62,83,64,83,84,79,86,78,83,74,66,73,59,82,82,86,84,84,78,85,"DEF",1650
"29a712f1-e2e4-4fe5-a6d7-098979b9efdb","29a712f1-e2e4-4fe5-a6d7-098979b9efdb.jpg","LD","USA","BA","AHL","COL",81.5,173,0.6,76,79,73,75,75,71,82,73,81,85,81,76,75,86,71,75,73,51,73,77,76,71,81,61,78,"DEF",647
"053b369b-1dc1-4254-a6c2-0c6860604d99","053b369b-1dc1-4254-a6c2-0c6860604d99.jpg","RD","USA","BA","AHL","COL",94.2,191,0.6,76,69,67,72,73,66,82,66,82,84,81,81,75,84,71,66,75,46,80,79,81,83,81,76,82,"DEF",1354
